filename,block_collection,block_index,block_type,level,score,line_count,span_count,x0,y0,x1,y1,text
GDI_0685.pdf,para_blocks,12,text,,0.9868,6,6,64.0,509.0,533.0,573.0,"Neste sentido, com o intuito de contribuir para os objetivos propostos na temática da eletromobilidade no país e alcançar os resultados a que se propõe [2], a Neoenergia por meio da Elektro e demais cooperadas em parceira com o Lactec (instituto de pesquisa), com a BYD (indústria de veículos elétricos) e a com a PLE (desenvolvedora de soluções em eletroeletrônicos) propuseram a realização de um projeto de P&D para o Desenvolvimento de Caminhão Elétrico para Manutenção de Redes de Distribuição, com conjunto inteligente para o gerenciamento da recarga e sistema seguro e eficiente para recargas do veículo na própria rede da concessionária [3]."
GDI_0685.pdf,preproc_blocks,12,text,,0.9868,6,6,64.0,509.0,533.0,573.0,"Neste sentido, com o intuito de contribuir para os objetivos propostos na temática da eletromobilidade no país e alcançar os resultados a que se propõe [2], a Neoenergia por meio da Elektro e demais cooperadas em parceira com o Lactec (instituto de pesquisa), com a BYD (indústria de veículos elétricos) e a com a PLE (desenvolvedora de soluções em eletroeletrônicos) propuseram a realização de um projeto de P&D para o Desenvolvimento de Caminhão Elétrico para Manutenção de Redes de Distribuição, com conjunto inteligente para o gerenciamento da recarga e sistema seguro e eficiente para recargas do veículo na própria rede da concessionária [3]."
GDI_0685.pdf,para_blocks,13,text,,0.9789,4,4,64.0,577.0,533.0,620.0,"Desta forma, neste trabalho estão apresentadas as etapas realizadas para a implementação de inovações no caminhão elétrico comercializado internacionalmente para aplicação em manutenção de redes de distribuição, o que inclui a integração de braço hidráulico e cesto aéreo e sistema seguro e eficiente para recargas de oportunidade do veículo na própria rede de distribuição da concessionária."
GDI_0685.pdf,preproc_blocks,13,text,,0.9789,4,4,64.0,577.0,533.0,620.0,"Desta forma, neste trabalho estão apresentadas as etapas realizadas para a implementação de inovações no caminhão elétrico comercializado internacionalmente para aplicação em manutenção de redes de distribuição, o que inclui a integração de braço hidráulico e cesto aéreo e sistema seguro e eficiente para recargas de oportunidade do veículo na própria rede de distribuição da concessionária."
GDI_0685.pdf,para_blocks,14,title,2.0,0.9397,1,1,65.0,628.0,174.0,640.0,2.0 DESENVOLVIMENTO
GDI_0685.pdf,preproc_blocks,14,title,2.0,0.9397,1,1,65.0,628.0,174.0,640.0,2.0 DESENVOLVIMENTO
GDI_0685.pdf,para_blocks,15,text,,0.9382,1,1,65.0,649.0,506.0,661.0,2.1 Estudos para definição dos requisitos e características para aprimoramento do caminhão e do carregador
GDI_0685.pdf,preproc_blocks,15,text,,0.9382,1,1,65.0,649.0,506.0,661.0,2.1 Estudos para definição dos requisitos e características para aprimoramento do caminhão e do carregador
GDI_0685.pdf,para_blocks,16,text,,0.9744,3,3,65.0,666.0,533.0,699.0,"O veículo escolhido para as implementações necessárias ao desenvolvimento do caminhão elétrico para manutenção de redes de distribuição é o caminhão BYD modelo T7 com pack de baterias de aproximadamente 160 kW, que pode ser observado na Figura 1."
GDI_0685.pdf,preproc_blocks,16,text,,0.9744,3,3,65.0,666.0,533.0,699.0,"O veículo escolhido para as implementações necessárias ao desenvolvimento do caminhão elétrico para manutenção de redes de distribuição é o caminhão BYD modelo T7 com pack de baterias de aproximadamente 160 kW, que pode ser observado na Figura 1."
GDI_0685.pdf,discarded_blocks,17,footer,,0.9304,1,1,240.0,789.0,358.0,801.0,ana.oening@lactec.com.br
GGH9.pdf,discarded_blocks,1,header,,0.9636,5,5,72.0,90.0,192.0,167.0,XXIIISNPTEE Samirsáulo Nectonal de Produçião B Trananbsão de Enargla Bétrioa 16 a 21 de cukbro de Z016 | Foedo lguepa | PR
GGH9.pdf,discarded_blocks,2,header,,0.9728,5,5,204.0,107.0,308.0,160.0,XXIII SNPTEE SEMINÁRIO NACIONAL DE PRODUÇÃO E TRANSMISSÃO DE ENERGIA ELÉTRICA
GGH9.pdf,discarded_blocks,3,header,,0.9659,3,3,419.0,118.0,534.0,151.0,FI/GGH/09 18 a 21 de Outubro de 2015 Foz do Iguaçu - PR
GGH9.pdf,para_blocks,4,text,,0.7677,1,1,66.0,196.0,113.0,208.0,GRUPO - I
GGH9.pdf,preproc_blocks,4,text,,0.7677,1,1,66.0,196.0,113.0,208.0,GRUPO - I
GGH9.pdf,para_blocks,5,title,1.0,0.9547,1,1,180.0,205.0,419.0,219.0,GRUPO DE ESTUDO DE GERAÇÃO HIDRÁULICA- GGH
GGH9.pdf,preproc_blocks,5,title,1.0,0.9547,1,1,180.0,205.0,419.0,219.0,GRUPO DE ESTUDO DE GERAÇÃO HIDRÁULICA- GGH
GGH9.pdf,para_blocks,6,title,1.0,0.9351,1,1,86.0,236.0,513.0,250.0,ESTRATÉGIAS “PIT STOP” PARA REDUZIR CUSTOS DE REFORMAS DE USINAS HIDRELÉTRICAS
GGH9.pdf,preproc_blocks,6,title,1.0,0.9351,1,1,86.0,236.0,513.0,250.0,ESTRATÉGIAS “PIT STOP” PARA REDUZIR CUSTOS DE REFORMAS DE USINAS HIDRELÉTRICAS
GGH9.pdf,para_blocks,7,text,,0.9657,2,2,92.0,275.0,271.0,297.0,Cornelis J. V. D. Poel Filho (*) ALSTOM ENERGIAS RENOVÁVEIS LTDA
GGH9.pdf,preproc_blocks,7,text,,0.9657,2,2,92.0,275.0,271.0,297.0,Cornelis J. V. D. Poel Filho (*) ALSTOM ENERGIAS RENOVÁVEIS LTDA
GGH9.pdf,para_blocks,8,text,,0.958,2,2,92.0,303.0,271.0,325.0,Marco A. P. Santos ALSTOM ENERGIAS RENOVÁVEIS LTDA
GGH9.pdf,preproc_blocks,8,text,,0.958,2,2,92.0,303.0,271.0,325.0,Marco A. P. Santos ALSTOM ENERGIAS RENOVÁVEIS LTDA
GGH9.pdf,para_blocks,9,text,,0.9623,2,2,328.0,275.0,507.0,297.0,Marcos V. D. Silva ALSTOM ENERGIAS RENOVÁVEIS LTDA
GGH9.pdf,preproc_blocks,9,text,,0.9623,2,2,328.0,275.0,507.0,297.0,Marcos V. D. Silva ALSTOM ENERGIAS RENOVÁVEIS LTDA
GGH9.pdf,para_blocks,10,text,,0.9581,2,2,328.0,303.0,507.0,325.0,Wilian C. D. Oliveira ALSTOM ENERGIAS RENOVÁVEIS LTDA
GGH9.pdf,preproc_blocks,10,text,,0.9581,2,2,328.0,303.0,507.0,325.0,Wilian C. D. Oliveira ALSTOM ENERGIAS RENOVÁVEIS LTDA
GGH9.pdf,para_blocks,11,title,2.0,0.9168,1,1,65.0,347.0,109.0,360.0,RESUMO
GGH9.pdf,preproc_blocks,11,title,2.0,0.9168,1,1,65.0,347.0,109.0,360.0,RESUMO
GGH9.pdf,para_blocks,12,abstract,,0.9681,7,7,64.0,369.0,533.0,443.0,"A manutenção contínua é essencial à disponibilidade das usinas para geração, porém, mesmo se realizada diligentemente, não evitará o envelhecimento das plantas. Para assegurar o desempenho no longo prazo, há a necessidade de uma reforma ou modernização. Essas intervenções requerem paradas de operação, significando perdas de produção e receitas. Reduzir estas paradas significa melhorar a relação de custo-benefício do investimento. O presente artigo abordará o conceito de pit-stop aplicado às reformas e modernizações. Será apresentado um estudo de caso onde a estratégia de pit-stop possibilitou reduzir o tempo de parada em aproximadamente 45% quando comparado a métodos tradicionais."
GGH9.pdf,preproc_blocks,12,abstract,,0.9681,7,7,64.0,369.0,533.0,443.0,"A manutenção contínua é essencial à disponibilidade das usinas para geração, porém, mesmo se realizada diligentemente, não evitará o envelhecimento das plantas. Para assegurar o desempenho no longo prazo, há a necessidade de uma reforma ou modernização. Essas intervenções requerem paradas de operação, significando perdas de produção e receitas. Reduzir estas paradas significa melhorar a relação de custo-benefício do investimento. O presente artigo abordará o conceito de pit-stop aplicado às reformas e modernizações. Será apresentado um estudo de caso onde a estratégia de pit-stop possibilitou reduzir o tempo de parada em aproximadamente 45% quando comparado a métodos tradicionais."
GGH9.pdf,para_blocks,13,title,2.0,0.61,1,1,65.0,461.0,150.0,473.0,PALAVRAS-CHAVE
GGH9.pdf,preproc_blocks,13,title,2.0,0.61,1,1,65.0,461.0,150.0,473.0,PALAVRAS-CHAVE
GGH9.pdf,para_blocks,14,text,,0.9507,1,1,65.0,482.0,327.0,494.0,"Usinas hidrelétricas, serviços, reforma, modernização, “Pit Stop”"
GGH9.pdf,preproc_blocks,14,text,,0.9507,1,1,65.0,482.0,327.0,494.0,"Usinas hidrelétricas, serviços, reforma, modernização, “Pit Stop”"
GGH9.pdf,para_blocks,15,title,2.0,0.8019,1,1,75.0,504.0,159.0,517.0,1.0 - INTRODUÇÃO
GGH9.pdf,preproc_blocks,15,title,2.0,0.8019,1,1,75.0,504.0,159.0,517.0,1.0 - INTRODUÇÃO
GGH9.pdf,para_blocks,16,text,,0.9824,17,17,64.0,529.0,533.0,708.0,"Usinas hidrelétricas precisam de uma manutenção contínua para assegurar elevados níveis de disponibilidade e geração de energia. Entretanto, mesmo os mais cuidadosos e diligentes programas de manutenção não evitarão o envelhecimento da usina e de seus equipamentos. Após anos de operação, não haverá manutenções nem intervenções maiores de revisão capazes de manter o desempenho dos equipamentos igual ao original e nem em níveis lucrativos. Este é o momento em que uma reforma mais ampla ou modernização será necessária. Modernizações têm a vantagem de proporcionar um ganho de desempenho ao equipamento, enquanto que uma reforma tem o objetivo de recuperar o desempenho original. Modernizações são possíveis devido às evoluções tecnológicas que ocorrem com o passar do tempo e ao serem realizadas, utiliza-se o estado-da-arte do(s) equipamento(s) envolvido(s) – ver Figura 1. Assumindo que a operação e manutenção de uma usina seguem boas práticas, o momento em que será necessária uma reforma ou modernização dependerá do equipamento específico. Por exemplo, sistemas eletrônicos e reguladores ficam obsoletos rapidamente e podem necessitar de uma modernização em tempos tão breves como 5 (cinco) ou 10 (dez) anos. Quando se trata de turbinas ou geradores, este tempo pode ser entre 20 (vinte) e 30 (trinta) anos ou até mais. Em qualquer caso, há redução de desempenho operacional dos equipamentos, seja por sua vida útil, seja pela obsolescência tecnológica, o que em algum momento demandará uma ação de intervenção mais completa. Para o investidor, este é um momento crítico porque uma reforma ou modernização é um serviço que requer investimentos significativos e sua execução tipicamente requer paradas de operação, significando perda de produção de energia e de receitas."
GGH9.pdf,preproc_blocks,16,text,,0.9824,17,17,64.0,529.0,533.0,708.0,"Usinas hidrelétricas precisam de uma manutenção contínua para assegurar elevados níveis de disponibilidade e geração de energia. Entretanto, mesmo os mais cuidadosos e diligentes programas de manutenção não evitarão o envelhecimento da usina e de seus equipamentos. Após anos de operação, não haverá manutenções nem intervenções maiores de revisão capazes de manter o desempenho dos equipamentos igual ao original e nem em níveis lucrativos. Este é o momento em que uma reforma mais ampla ou modernização será necessária. Modernizações têm a vantagem de proporcionar um ganho de desempenho ao equipamento, enquanto que uma reforma tem o objetivo de recuperar o desempenho original. Modernizações são possíveis devido às evoluções tecnológicas que ocorrem com o passar do tempo e ao serem realizadas, utiliza-se o estado-da-arte do(s) equipamento(s) envolvido(s) – ver Figura 1. Assumindo que a operação e manutenção de uma usina seguem boas práticas, o momento em que será necessária uma reforma ou modernização dependerá do equipamento específico. Por exemplo, sistemas eletrônicos e reguladores ficam obsoletos rapidamente e podem necessitar de uma modernização em tempos tão breves como 5 (cinco) ou 10 (dez) anos. Quando se trata de turbinas ou geradores, este tempo pode ser entre 20 (vinte) e 30 (trinta) anos ou até mais. Em qualquer caso, há redução de desempenho operacional dos equipamentos, seja por sua vida útil, seja pela obsolescência tecnológica, o que em algum momento demandará uma ação de intervenção mais completa. Para o investidor, este é um momento crítico porque uma reforma ou modernização é um serviço que requer investimentos significativos e sua execução tipicamente requer paradas de operação, significando perda de produção de energia e de receitas."
GGH9.pdf,discarded_blocks,17,footer,,0.9565,2,2,104.0,778.0,484.0,801.0,"(*) Av. Charles Schneider, s/n˚ – CEP 12.040-001 Taubaté, SP, Brasil. Tel: (+55 12) 3608-3029 – Fax: (+55 12) 3608-3192 – Email: cornelis.poel@power.alstom.com"
GGT_1247.pdf,discarded_blocks,1,header,,0.9476,1,1,73.0,43.0,132.0,85.0,XXVI SNPTEE
GGT_1247.pdf,discarded_blocks,2,header,,0.915,2,2,139.0,43.0,268.0,85.0,Produção e Transmissão de Energia Elétrica
GGT_1247.pdf,discarded_blocks,3,header,,0.8252,2,2,492.0,51.0,528.0,78.0,1247 GGT/16
GGT_1247.pdf,para_blocks,4,title,1.0,0.9408,1,1,182.0,126.0,408.0,139.0,GRUPO DE ESTUDO DE GERAÇÃO TÉRMICA - GGT
GGT_1247.pdf,preproc_blocks,4,title,1.0,0.9408,1,1,182.0,126.0,408.0,139.0,GRUPO DE ESTUDO DE GERAÇÃO TÉRMICA - GGT
GGT_1247.pdf,para_blocks,5,title,1.0,0.8768,1,1,73.0,156.0,515.0,170.0,AVALIAÇÃO DA EFICIÊNCIA ENERGÉTICA DA ADIÇÃO DE HIDROGÊNIO À REDES DE GÁS NATURAL
GGT_1247.pdf,preproc_blocks,5,title,1.0,0.8768,1,1,73.0,156.0,515.0,170.0,AVALIAÇÃO DA EFICIÊNCIA ENERGÉTICA DA ADIÇÃO DE HIDROGÊNIO À REDES DE GÁS NATURAL
GGT_1247.pdf,para_blocks,6,text,,0.897,2,2,73.0,189.0,513.0,212.0,JOÃO HENRIQUE PAULINO DE AZEVEDO (1); RODRIGO FLORA CALILI (1); SERGIO LEAL BRAGA (1) PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO (1)
GGT_1247.pdf,preproc_blocks,6,text,,0.897,2,2,73.0,189.0,513.0,212.0,JOÃO HENRIQUE PAULINO DE AZEVEDO (1); RODRIGO FLORA CALILI (1); SERGIO LEAL BRAGA (1) PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO (1)
GGT_1247.pdf,para_blocks,7,title,2.0,0.8903,1,1,65.0,230.0,109.0,242.0,RESUMO
GGT_1247.pdf,preproc_blocks,7,title,2.0,0.8903,1,1,65.0,230.0,109.0,242.0,RESUMO
GGT_1247.pdf,para_blocks,8,abstract,,0.9798,6,6,64.0,252.0,533.0,316.0,"A utilização do hidrogênio se mostra como alternativa para que as metas de descarbonização sejam atingidas. Há um aumento da eficiência energética do gás natural ao se misturar o hidrogênio a este gás. Neste trabalho, é analisada a possibilidade de mistura de hidrogênio ao gás natural em redes de fornecimento já existentes. Uma revisão da literatura é realizada para entender as questões técnicas e definir as concentrações aceitáveis de hidrogênio no gás natural. Por fim, é feita a projeção de emissões e custos evitados para se avaliar a eficiência energética alcançável com a inserção do hidrogênio ao gás natural em redes no Brasil."
GGT_1247.pdf,preproc_blocks,8,abstract,,0.9798,6,6,64.0,252.0,533.0,316.0,"A utilização do hidrogênio se mostra como alternativa para que as metas de descarbonização sejam atingidas. Há um aumento da eficiência energética do gás natural ao se misturar o hidrogênio a este gás. Neste trabalho, é analisada a possibilidade de mistura de hidrogênio ao gás natural em redes de fornecimento já existentes. Uma revisão da literatura é realizada para entender as questões técnicas e definir as concentrações aceitáveis de hidrogênio no gás natural. Por fim, é feita a projeção de emissões e custos evitados para se avaliar a eficiência energética alcançável com a inserção do hidrogênio ao gás natural em redes no Brasil."
GGT_1247.pdf,para_blocks,9,text,,0.8218,1,1,65.0,324.0,150.0,335.0,PALAVRAS-CHAVE
GGT_1247.pdf,preproc_blocks,9,text,,0.8218,1,1,65.0,324.0,150.0,335.0,PALAVRAS-CHAVE
GGT_1247.pdf,para_blocks,10,text,,0.9447,1,1,65.0,345.0,445.0,357.0,Gás natural enriquecido com hidrogênio; hidrogênio; descarbonização; eficiência energética; combustão
GGT_1247.pdf,preproc_blocks,10,text,,0.9447,1,1,65.0,345.0,445.0,357.0,Gás natural enriquecido com hidrogênio; hidrogênio; descarbonização; eficiência energética; combustão
GGT_1247.pdf,para_blocks,11,title,2.0,0.9389,1,1,66.0,375.0,147.0,388.0,1.0 INTRODUÇÃO
GGT_1247.pdf,preproc_blocks,11,title,2.0,0.9389,1,1,66.0,375.0,147.0,388.0,1.0 INTRODUÇÃO
GGT_1247.pdf,para_blocks,12,text,,0.9874,7,7,65.0,397.0,533.0,468.0,"O hidrogênio oferece uma ótima oportunidade para descarbonizar os suprimentos de energia atuais. Mesmo sendo o elemento químico mais abundante na natureza, este deve ser produzido para ser considerado uma alternativa de uso final energético. Além disso, ele representa um verdadeiro transportador de energia livre de carbono. Todavia, as tecnologias para produzi-lo causam uma pegada de carbono diferente de zero. Acordos mundiais impulsionaram os países a adotarem tecnologias de baixo carbono: o protocolo de Kyoto assinado em 1997 e aplicado em 2005 ao impor a todos os membros a reduzirem suas emissões de gases de efeito estufa; e o acordo COP21 em Paris de 2015, que definiu responsabilidades nas emissões para todos os países do globo."
GGT_1247.pdf,preproc_blocks,12,text,,0.9874,7,7,65.0,397.0,533.0,468.0,"O hidrogênio oferece uma ótima oportunidade para descarbonizar os suprimentos de energia atuais. Mesmo sendo o elemento químico mais abundante na natureza, este deve ser produzido para ser considerado uma alternativa de uso final energético. Além disso, ele representa um verdadeiro transportador de energia livre de carbono. Todavia, as tecnologias para produzi-lo causam uma pegada de carbono diferente de zero. Acordos mundiais impulsionaram os países a adotarem tecnologias de baixo carbono: o protocolo de Kyoto assinado em 1997 e aplicado em 2005 ao impor a todos os membros a reduzirem suas emissões de gases de efeito estufa; e o acordo COP21 em Paris de 2015, que definiu responsabilidades nas emissões para todos os países do globo."
GGT_1247.pdf,para_blocks,13,text,,0.9881,7,7,65.0,467.0,533.0,537.0,"Em 2018 o fornecimento de eletricidade e energia térmica para edifícios, indústrias e transportes foi responsável por 56% das emissões globais, enquanto apenas o setor de geração respondia por 41% (IEA, 2020). Sabe-se que a produção de energia renovável é menos constante e previsível do que a fóssil, pois não são despacháveis. Uma matriz de energia elétrica limpa, implica desafios significativos na gestão da rede elétrica. Assim, há a necessidade de novas tecnologias que permitam o armazenamento de energia e o balanceamento da rede. Uma tecnologia promissora é o power-to-gas (P2G), que permite transformar eletricidade em hidrogênio (H2) ou em outros combustíveis."
GGT_1247.pdf,preproc_blocks,13,text,,0.9881,7,7,65.0,467.0,533.0,537.0,"Em 2018 o fornecimento de eletricidade e energia térmica para edifícios, indústrias e transportes foi responsável por 56% das emissões globais, enquanto apenas o setor de geração respondia por 41% (IEA, 2020). Sabe-se que a produção de energia renovável é menos constante e previsível do que a fóssil, pois não são despacháveis. Uma matriz de energia elétrica limpa, implica desafios significativos na gestão da rede elétrica. Assim, há a necessidade de novas tecnologias que permitam o armazenamento de energia e o balanceamento da rede. Uma tecnologia promissora é o power-to-gas (P2G), que permite transformar eletricidade em hidrogênio (H2) ou em outros combustíveis."
GGT_1247.pdf,para_blocks,14,text,,0.9887,10,10,64.0,537.0,533.0,637.0,"O hidrogênio produzido pode ser injetado diretamente na rede de gás natural, ou usado para produzir metano por meio do processo de metanação. Quando P2G utiliza eletrólise da água através da utilização de energia renovável (eólica, solar etc.), o combustível produzido é teoricamente zero de carbono e, neste caso, o hidrogênio é frequentemente referido como “hidrogênio verde” (DAWOOD, ANDA, et al., 2020). Outra via de descarbonização é a transformação do gás natural por reforma a vapor do metano (SMR – Steam Methane Reforming) juntamente com tecnologias de captura e sequestro de carbono (CCS – Carbon Capture and Storage). O hidrogênio produzido desta forma é geralmente referido como “hidrogênio azul” (DAWOOD, ANDA, et al., 2020). Qualquer que seja a via de descarbonização prevalecente, dependendo também da evolução dos aspectos tecnológicos e econômicos, o futuro do gás natural envolverá o uso de H2 e metano mistos, também relatado na literatura como Gás Natural Enriquecido com Hidrogênio (HENG – Hydrogen Enriched Natural Gas)."
GGT_1247.pdf,preproc_blocks,14,text,,0.9887,10,10,64.0,537.0,533.0,637.0,"O hidrogênio produzido pode ser injetado diretamente na rede de gás natural, ou usado para produzir metano por meio do processo de metanação. Quando P2G utiliza eletrólise da água através da utilização de energia renovável (eólica, solar etc.), o combustível produzido é teoricamente zero de carbono e, neste caso, o hidrogênio é frequentemente referido como “hidrogênio verde” (DAWOOD, ANDA, et al., 2020). Outra via de descarbonização é a transformação do gás natural por reforma a vapor do metano (SMR – Steam Methane Reforming) juntamente com tecnologias de captura e sequestro de carbono (CCS – Carbon Capture and Storage). O hidrogênio produzido desta forma é geralmente referido como “hidrogênio azul” (DAWOOD, ANDA, et al., 2020). Qualquer que seja a via de descarbonização prevalecente, dependendo também da evolução dos aspectos tecnológicos e econômicos, o futuro do gás natural envolverá o uso de H2 e metano mistos, também relatado na literatura como Gás Natural Enriquecido com Hidrogênio (HENG – Hydrogen Enriched Natural Gas)."
GGT_1247.pdf,para_blocks,15,text,,0.973,3,3,65.0,636.0,533.0,668.0,"O objetivo deste artigo é estimar as emissões de gases efeito estufa e os custos evitados com a inserção do hidrogênio no Brasil e, assim, avaliar a eficiência energética alcançável com a mistura do hidrogênio às redes de gás natural do país."
GGT_1247.pdf,preproc_blocks,15,text,,0.973,3,3,65.0,636.0,533.0,668.0,"O objetivo deste artigo é estimar as emissões de gases efeito estufa e os custos evitados com a inserção do hidrogênio no Brasil e, assim, avaliar a eficiência energética alcançável com a mistura do hidrogênio às redes de gás natural do país."
GGT_1247.pdf,para_blocks,16,title,2.0,0.9472,1,1,65.0,676.0,199.0,688.0,2.0 REVISÃO BIBLIOGRÁFICA
GGT_1247.pdf,preproc_blocks,16,title,2.0,0.9472,1,1,65.0,676.0,199.0,688.0,2.0 REVISÃO BIBLIOGRÁFICA
