filename,block_collection,block_index,block_type,block_level,line_index,line_text,line_x0,line_y0,line_x1,line_y1
GDI_0685.pdf,preproc_blocks,11,text,,0,Em 2018 foi firmada uma parceria estratégica entre a ANEEL e a Agência de Cooperação Alemã (GIZ) para a,67.0,421.0,531.0,430.0
GDI_0685.pdf,para_blocks,11,text,,1,"organização da estruturação da Rede de Inovação do Setor Elétrico – RISE aplicada à Mobilidade Elétrica, com a",67.0,431.0,531.0,440.0
GDI_0685.pdf,preproc_blocks,11,text,,1,"organização da estruturação da Rede de Inovação do Setor Elétrico – RISE aplicada à Mobilidade Elétrica, com a",67.0,431.0,531.0,440.0
GDI_0685.pdf,para_blocks,11,text,,2,"intenção de promover ambientes de inovação propícios à criação de produtos tecnológicos com inserção no mercado,",67.0,441.0,530.0,450.0
GDI_0685.pdf,preproc_blocks,11,text,,2,"intenção de promover ambientes de inovação propícios à criação de produtos tecnológicos com inserção no mercado,",67.0,441.0,530.0,450.0
GDI_0685.pdf,para_blocks,11,text,,3,"através de pesquisas alinhadas com o setor industrial, de modo a impulsionar a mobilidade elétrica no Brasil. Em",67.0,452.0,531.0,460.0
GDI_0685.pdf,preproc_blocks,11,text,,3,"através de pesquisas alinhadas com o setor industrial, de modo a impulsionar a mobilidade elétrica no Brasil. Em",67.0,452.0,531.0,460.0
GDI_0685.pdf,para_blocks,11,text,,4,"consonância, a ANEEL lançou a Chamada de Projeto de P&D Estratégico “Desenvolvimento de Soluções em",66.0,461.0,531.0,472.0
GDI_0685.pdf,preproc_blocks,11,text,,4,"consonância, a ANEEL lançou a Chamada de Projeto de P&D Estratégico “Desenvolvimento de Soluções em",66.0,461.0,531.0,472.0
GDI_0685.pdf,para_blocks,11,text,,5,"Mobilidade Elétrica Eficiente” [1], a qual tem por objetivo a apresentação de soluções para mobilidade elétrica por",67.0,473.0,531.0,482.0
GDI_0685.pdf,preproc_blocks,11,text,,5,"Mobilidade Elétrica Eficiente” [1], a qual tem por objetivo a apresentação de soluções para mobilidade elétrica por",67.0,473.0,531.0,482.0
GDI_0685.pdf,para_blocks,11,text,,6,"meio de modelos de negócio, equipamentos, tecnologias, serviços, sistemas ou infraestruturas para suporte ao",67.0,483.0,531.0,493.0
GDI_0685.pdf,preproc_blocks,11,text,,6,"meio de modelos de negócio, equipamentos, tecnologias, serviços, sistemas ou infraestruturas para suporte ao",67.0,483.0,531.0,493.0
GDI_0685.pdf,para_blocks,11,text,,7,desenvolvimento ou à operação dos veículos elétricos ou híbridos plug-in.,66.0,493.0,362.0,503.0
GDI_0685.pdf,preproc_blocks,11,text,,7,desenvolvimento ou à operação dos veículos elétricos ou híbridos plug-in.,66.0,493.0,362.0,503.0
GDI_0685.pdf,para_blocks,12,text,,0,"Neste sentido, com o intuito de contribuir para os objetivos propostos na temática da eletromobilidade no país e",66.0,510.0,531.0,519.0
GDI_0685.pdf,preproc_blocks,12,text,,0,"Neste sentido, com o intuito de contribuir para os objetivos propostos na temática da eletromobilidade no país e",66.0,510.0,531.0,519.0
GDI_0685.pdf,para_blocks,12,text,,1,"alcançar os resultados a que se propõe [2], a Neoenergia por meio da Elektro e demais cooperadas em parceira com",65.0,519.0,532.0,529.0
GDI_0685.pdf,preproc_blocks,12,text,,1,"alcançar os resultados a que se propõe [2], a Neoenergia por meio da Elektro e demais cooperadas em parceira com",65.0,519.0,532.0,529.0
GDI_0685.pdf,para_blocks,12,text,,2,"o Lactec (instituto de pesquisa), com a BYD (indústria de veículos elétricos) e a com a PLE (desenvolvedora de",66.0,530.0,531.0,539.0
GDI_0685.pdf,preproc_blocks,12,text,,2,"o Lactec (instituto de pesquisa), com a BYD (indústria de veículos elétricos) e a com a PLE (desenvolvedora de",66.0,530.0,531.0,539.0
GDI_0685.pdf,para_blocks,12,text,,3,soluções em eletroeletrônicos) propuseram a realização de um projeto de P&D para o Desenvolvimento de Caminhão,66.0,540.0,532.0,551.0
GDI_0685.pdf,preproc_blocks,12,text,,3,soluções em eletroeletrônicos) propuseram a realização de um projeto de P&D para o Desenvolvimento de Caminhão,66.0,540.0,532.0,551.0
GDI_0685.pdf,para_blocks,12,text,,4,"Elétrico para Manutenção de Redes de Distribuição, com conjunto inteligente para o gerenciamento da recarga e",65.0,550.0,532.0,561.0
GDI_0685.pdf,preproc_blocks,12,text,,4,"Elétrico para Manutenção de Redes de Distribuição, com conjunto inteligente para o gerenciamento da recarga e",65.0,550.0,532.0,561.0
GDI_0685.pdf,para_blocks,12,text,,5,sistema seguro e eficiente para recargas do veículo na própria rede da concessionária [3].,66.0,561.0,427.0,570.0
GDI_0685.pdf,preproc_blocks,12,text,,5,sistema seguro e eficiente para recargas do veículo na própria rede da concessionária [3].,66.0,561.0,427.0,570.0
GDI_0685.pdf,para_blocks,13,text,,0,"Desta forma, neste trabalho estão apresentadas as etapas realizadas para a implementação de inovações no",66.0,577.0,531.0,587.0
GDI_0685.pdf,preproc_blocks,13,text,,0,"Desta forma, neste trabalho estão apresentadas as etapas realizadas para a implementação de inovações no",66.0,577.0,531.0,587.0
GDI_0685.pdf,para_blocks,13,text,,1,"caminhão elétrico comercializado internacionalmente para aplicação em manutenção de redes de distribuição, o que",66.0,587.0,531.0,598.0
GDI_0685.pdf,preproc_blocks,13,text,,1,"caminhão elétrico comercializado internacionalmente para aplicação em manutenção de redes de distribuição, o que",66.0,587.0,531.0,598.0
GDI_0685.pdf,para_blocks,13,text,,2,inclui a integração de braço hidráulico e cesto aéreo e sistema seguro e eficiente para recargas de oportunidade do,67.0,599.0,531.0,607.0
GDI_0685.pdf,preproc_blocks,13,text,,2,inclui a integração de braço hidráulico e cesto aéreo e sistema seguro e eficiente para recargas de oportunidade do,67.0,599.0,531.0,607.0
GDI_0685.pdf,para_blocks,13,text,,3,veículo na própria rede de distribuição da concessionária.,66.0,609.0,298.0,618.0
GDI_0685.pdf,preproc_blocks,13,text,,3,veículo na própria rede de distribuição da concessionária.,66.0,609.0,298.0,618.0
GDI_0685.pdf,para_blocks,14,title,2.0,0,2.0 DESENVOLVIMENTO,66.0,630.0,173.0,641.0
GDI_0685.pdf,preproc_blocks,14,title,2.0,0,2.0 DESENVOLVIMENTO,66.0,630.0,173.0,641.0
GDI_0685.pdf,para_blocks,15,text,,0,2.1 Estudos para definição dos requisitos e características para aprimoramento do caminhão e do carregador,66.0,650.0,505.0,660.0
GDI_0685.pdf,preproc_blocks,15,text,,0,2.1 Estudos para definição dos requisitos e características para aprimoramento do caminhão e do carregador,66.0,650.0,505.0,660.0
GDI_0685.pdf,para_blocks,16,text,,0,O veículo escolhido para as implementações necessárias ao desenvolvimento do caminhão elétrico para manutenção,66.0,666.0,531.0,676.0
GDI_0685.pdf,preproc_blocks,16,text,,0,O veículo escolhido para as implementações necessárias ao desenvolvimento do caminhão elétrico para manutenção,66.0,666.0,531.0,676.0
GDI_0685.pdf,para_blocks,16,text,,1,"de redes de distribuição é o caminhão BYD modelo T7 com pack de baterias de aproximadamente 160 kW, que pode",67.0,678.0,530.0,685.0
GDI_0685.pdf,preproc_blocks,16,text,,1,"de redes de distribuição é o caminhão BYD modelo T7 com pack de baterias de aproximadamente 160 kW, que pode",67.0,678.0,530.0,685.0
GDI_0685.pdf,para_blocks,16,text,,2,ser observado na Figura 1.,66.0,687.0,175.0,696.0
GDI_0685.pdf,preproc_blocks,16,text,,2,ser observado na Figura 1.,66.0,687.0,175.0,696.0
GDI_0685.pdf,discarded_blocks,17,footer,,0,ana.oening@lactec.com.br,241.0,791.0,356.0,799.0
GGH9.pdf,discarded_blocks,1,header,,0,XXIIISNPTEE,96.0,91.0,192.0,113.0
GGH9.pdf,discarded_blocks,1,header,,1,Samirsáulo Nectonal de Produçião,133.0,113.0,191.0,118.0
GGH9.pdf,discarded_blocks,1,header,,2,B Trananbsão de Enargla Bétrioa,133.0,117.0,191.0,122.0
GGH9.pdf,discarded_blocks,1,header,,3,,152.0,130.0,173.0,135.0
GGH9.pdf,discarded_blocks,1,header,,4,16 a 21 de cukbro de Z016 | Foedo lguepa | PR,132.0,161.0,191.0,166.0
GGH9.pdf,discarded_blocks,2,header,,0,XXIII SNPTEE,205.0,108.0,265.0,118.0
GGH9.pdf,discarded_blocks,2,header,,1,SEMINÁRIO NACIONAL,205.0,118.0,308.0,128.0
GGH9.pdf,discarded_blocks,2,header,,2,DE PRODUÇÃO E,205.0,128.0,283.0,138.0
GGH9.pdf,discarded_blocks,2,header,,3,TRANSMISSÃO DE,204.0,137.0,289.0,150.0
GGH9.pdf,discarded_blocks,2,header,,4,ENERGIA ELÉTRICA,205.0,149.0,295.0,159.0
GGH9.pdf,discarded_blocks,3,header,,0,FI/GGH/09,487.0,119.0,532.0,128.0
GGH9.pdf,discarded_blocks,3,header,,1,18 a 21 de Outubro de 2015,420.0,130.0,532.0,139.0
GGH9.pdf,discarded_blocks,3,header,,2,Foz do Iguaçu - PR,453.0,140.0,533.0,150.0
GGH9.pdf,para_blocks,4,text,,0,GRUPO - I,67.0,198.0,112.0,207.0
GGH9.pdf,preproc_blocks,4,text,,0,GRUPO - I,67.0,198.0,112.0,207.0
GGH9.pdf,para_blocks,5,title,1.0,0,GRUPO DE ESTUDO DE GERAÇÃO HIDRÁULICA- GGH,182.0,207.0,418.0,219.0
GGH9.pdf,preproc_blocks,5,title,1.0,0,GRUPO DE ESTUDO DE GERAÇÃO HIDRÁULICA- GGH,182.0,207.0,418.0,219.0
GGH9.pdf,para_blocks,6,title,1.0,0,ESTRATÉGIAS “PIT STOP” PARA REDUZIR CUSTOS DE REFORMAS DE USINAS HIDRELÉTRICAS,88.0,239.0,511.0,250.0
GGH9.pdf,preproc_blocks,6,title,1.0,0,ESTRATÉGIAS “PIT STOP” PARA REDUZIR CUSTOS DE REFORMAS DE USINAS HIDRELÉTRICAS,88.0,239.0,511.0,250.0
GGH9.pdf,para_blocks,7,text,,0,Cornelis J. V. D. Poel Filho (*),118.0,276.0,245.0,286.0
GGH9.pdf,preproc_blocks,7,text,,0,Cornelis J. V. D. Poel Filho (*),118.0,276.0,245.0,286.0
GGH9.pdf,para_blocks,7,text,,1,ALSTOM ENERGIAS RENOVÁVEIS LTDA,93.0,285.0,270.0,296.0
GGH9.pdf,preproc_blocks,7,text,,1,ALSTOM ENERGIAS RENOVÁVEIS LTDA,93.0,285.0,270.0,296.0
GGH9.pdf,para_blocks,8,text,,0,Marco A. P. Santos,140.0,305.0,222.0,314.0
GGH9.pdf,preproc_blocks,8,text,,0,Marco A. P. Santos,140.0,305.0,222.0,314.0
GGH9.pdf,para_blocks,8,text,,1,ALSTOM ENERGIAS RENOVÁVEIS LTDA,93.0,314.0,270.0,323.0
GGH9.pdf,preproc_blocks,8,text,,1,ALSTOM ENERGIAS RENOVÁVEIS LTDA,93.0,314.0,270.0,323.0
GGH9.pdf,para_blocks,9,text,,0,Marcos V. D. Silva,378.0,276.0,457.0,285.0
GGH9.pdf,preproc_blocks,9,text,,0,Marcos V. D. Silva,378.0,276.0,457.0,285.0
GGH9.pdf,para_blocks,9,text,,1,ALSTOM ENERGIAS RENOVÁVEIS LTDA,329.0,285.0,505.0,295.0
GGH9.pdf,preproc_blocks,9,text,,1,ALSTOM ENERGIAS RENOVÁVEIS LTDA,329.0,285.0,505.0,295.0
GGH9.pdf,para_blocks,10,text,,0,Wilian C. D. Oliveira,374.0,304.0,461.0,315.0
GGH9.pdf,preproc_blocks,10,text,,0,Wilian C. D. Oliveira,374.0,304.0,461.0,315.0
GGH9.pdf,para_blocks,10,text,,1,ALSTOM ENERGIAS RENOVÁVEIS LTDA,330.0,313.0,505.0,324.0
GGH9.pdf,preproc_blocks,10,text,,1,ALSTOM ENERGIAS RENOVÁVEIS LTDA,330.0,313.0,505.0,324.0
GGH9.pdf,para_blocks,11,title,2.0,0,RESUMO,66.0,349.0,107.0,360.0
GGH9.pdf,preproc_blocks,11,title,2.0,0,RESUMO,66.0,349.0,107.0,360.0
GGH9.pdf,para_blocks,12,abstract,,0,"A manutenção contínua é essencial à disponibilidade das usinas para geração, porém, mesmo se realizada",67.0,370.0,531.0,379.0
GGH9.pdf,preproc_blocks,12,abstract,,0,"A manutenção contínua é essencial à disponibilidade das usinas para geração, porém, mesmo se realizada",67.0,370.0,531.0,379.0
GGH9.pdf,para_blocks,12,abstract,,1,"diligentemente, não evitará o envelhecimento das plantas. Para assegurar o desempenho no longo prazo, há a",67.0,381.0,531.0,389.0
GGH9.pdf,preproc_blocks,12,abstract,,1,"diligentemente, não evitará o envelhecimento das plantas. Para assegurar o desempenho no longo prazo, há a",67.0,381.0,531.0,389.0
GGH9.pdf,para_blocks,12,abstract,,2,"necessidade de uma reforma ou modernização. Essas intervenções requerem paradas de operação, significando",67.0,391.0,531.0,399.0
GGH9.pdf,preproc_blocks,12,abstract,,2,"necessidade de uma reforma ou modernização. Essas intervenções requerem paradas de operação, significando",67.0,391.0,531.0,399.0
GGH9.pdf,para_blocks,12,abstract,,3,perdas de produção e receitas. Reduzir estas paradas significa melhorar a relação de custo-benefício do,67.0,401.0,531.0,410.0
GGH9.pdf,preproc_blocks,12,abstract,,3,perdas de produção e receitas. Reduzir estas paradas significa melhorar a relação de custo-benefício do,67.0,401.0,531.0,410.0
GGH9.pdf,para_blocks,12,abstract,,4,investimento. O presente artigo abordará o conceito de pit-stop aplicado às reformas e modernizações. Será,66.0,411.0,531.0,421.0
GGH9.pdf,preproc_blocks,12,abstract,,4,investimento. O presente artigo abordará o conceito de pit-stop aplicado às reformas e modernizações. Será,66.0,411.0,531.0,421.0
GGH9.pdf,para_blocks,12,abstract,,5,apresentado um estudo de caso onde a estratégia de pit-stop possibilitou reduzir o tempo de parada em,67.0,422.0,531.0,430.0
GGH9.pdf,preproc_blocks,12,abstract,,5,apresentado um estudo de caso onde a estratégia de pit-stop possibilitou reduzir o tempo de parada em,67.0,422.0,531.0,430.0
GGH9.pdf,para_blocks,12,abstract,,6,aproximadamente 45% quando comparado a métodos tradicionais.,67.0,432.0,334.0,440.0
GGH9.pdf,preproc_blocks,12,abstract,,6,aproximadamente 45% quando comparado a métodos tradicionais.,67.0,432.0,334.0,440.0
GGH9.pdf,para_blocks,13,title,2.0,0,PALAVRAS-CHAVE,67.0,464.0,149.0,473.0
GGH9.pdf,preproc_blocks,13,title,2.0,0,PALAVRAS-CHAVE,67.0,464.0,149.0,473.0
GGH9.pdf,para_blocks,14,text,,0,"Usinas hidrelétricas, serviços, reforma, modernização, “Pit Stop”",67.0,484.0,325.0,493.0
GGH9.pdf,preproc_blocks,14,text,,0,"Usinas hidrelétricas, serviços, reforma, modernização, “Pit Stop”",67.0,484.0,325.0,493.0
GGH9.pdf,para_blocks,15,title,2.0,0,1.0 - INTRODUÇÃO,77.0,506.0,158.0,516.0
GGH9.pdf,preproc_blocks,15,title,2.0,0,1.0 - INTRODUÇÃO,77.0,506.0,158.0,516.0
GGH9.pdf,para_blocks,16,text,,0,Usinas hidrelétricas precisam de uma manutenção contínua para assegurar elevados níveis de disponibilidade e,66.0,529.0,531.0,538.0
GGH9.pdf,preproc_blocks,16,text,,0,Usinas hidrelétricas precisam de uma manutenção contínua para assegurar elevados níveis de disponibilidade e,66.0,529.0,531.0,538.0
GGH9.pdf,para_blocks,16,text,,1,"geração de energia. Entretanto, mesmo os mais cuidadosos e diligentes programas de manutenção não evitarão o",66.0,540.0,531.0,549.0
GGH9.pdf,preproc_blocks,16,text,,1,"geração de energia. Entretanto, mesmo os mais cuidadosos e diligentes programas de manutenção não evitarão o",66.0,540.0,531.0,549.0
GGH9.pdf,para_blocks,16,text,,2,"envelhecimento da usina e de seus equipamentos. Após anos de operação, não haverá manutenções nem",66.0,551.0,531.0,559.0
GGH9.pdf,preproc_blocks,16,text,,2,"envelhecimento da usina e de seus equipamentos. Após anos de operação, não haverá manutenções nem",66.0,551.0,531.0,559.0
GGH9.pdf,para_blocks,16,text,,3,intervenções maiores de revisão capazes de manter o desempenho dos equipamentos igual ao original e nem em,66.0,561.0,531.0,570.0
GGH9.pdf,preproc_blocks,16,text,,3,intervenções maiores de revisão capazes de manter o desempenho dos equipamentos igual ao original e nem em,66.0,561.0,531.0,570.0
GGH9.pdf,para_blocks,16,text,,4,níveis lucrativos. Este é o momento em que uma reforma mais ampla ou modernização será necessária.,67.0,572.0,530.0,579.0
GGH9.pdf,preproc_blocks,16,text,,4,níveis lucrativos. Este é o momento em que uma reforma mais ampla ou modernização será necessária.,67.0,572.0,530.0,579.0
GGH9.pdf,para_blocks,16,text,,5,"Modernizações têm a vantagem de proporcionar um ganho de desempenho ao equipamento, enquanto que uma",66.0,582.0,531.0,590.0
GGH9.pdf,preproc_blocks,16,text,,5,"Modernizações têm a vantagem de proporcionar um ganho de desempenho ao equipamento, enquanto que uma",66.0,582.0,531.0,590.0
GGH9.pdf,para_blocks,16,text,,6,reforma tem o objetivo de recuperar o desempenho original. Modernizações são possíveis devido às evoluções,66.0,592.0,531.0,601.0
GGH9.pdf,preproc_blocks,16,text,,6,reforma tem o objetivo de recuperar o desempenho original. Modernizações são possíveis devido às evoluções,66.0,592.0,531.0,601.0
GGH9.pdf,para_blocks,16,text,,7,"tecnológicas que ocorrem com o passar do tempo e ao serem realizadas, utiliza-se o estado-da-arte do(s)",66.0,603.0,531.0,612.0
GGH9.pdf,preproc_blocks,16,text,,7,"tecnológicas que ocorrem com o passar do tempo e ao serem realizadas, utiliza-se o estado-da-arte do(s)",66.0,603.0,531.0,612.0
GGH9.pdf,para_blocks,16,text,,8,equipamento(s) envolvido(s) – ver Figura 1. Assumindo que a operação e manutenção de uma usina seguem boas,66.0,613.0,531.0,622.0
GGH9.pdf,preproc_blocks,16,text,,8,equipamento(s) envolvido(s) – ver Figura 1. Assumindo que a operação e manutenção de uma usina seguem boas,66.0,613.0,531.0,622.0
GGH9.pdf,para_blocks,16,text,,9,"práticas, o momento em que será necessária uma reforma ou modernização dependerá do equipamento",66.0,623.0,530.0,632.0
GGH9.pdf,preproc_blocks,16,text,,9,"práticas, o momento em que será necessária uma reforma ou modernização dependerá do equipamento",66.0,623.0,530.0,632.0
GGH9.pdf,para_blocks,16,text,,10,"específico. Por exemplo, sistemas eletrônicos e reguladores ficam obsoletos rapidamente e podem necessitar de",66.0,633.0,531.0,642.0
GGH9.pdf,preproc_blocks,16,text,,10,"específico. Por exemplo, sistemas eletrônicos e reguladores ficam obsoletos rapidamente e podem necessitar de",66.0,633.0,531.0,642.0
GGH9.pdf,para_blocks,16,text,,11,uma modernização em tempos tão breves como 5 (cinco) ou 10 (dez) anos. Quando se trata de turbinas ou,66.0,644.0,530.0,652.0
GGH9.pdf,preproc_blocks,16,text,,11,uma modernização em tempos tão breves como 5 (cinco) ou 10 (dez) anos. Quando se trata de turbinas ou,66.0,644.0,530.0,652.0
GGH9.pdf,para_blocks,16,text,,12,"geradores, este tempo pode ser entre 20 (vinte) e 30 (trinta) anos ou até mais. Em qualquer caso, há redução de",66.0,654.0,531.0,663.0
GGH9.pdf,preproc_blocks,16,text,,12,"geradores, este tempo pode ser entre 20 (vinte) e 30 (trinta) anos ou até mais. Em qualquer caso, há redução de",66.0,654.0,531.0,663.0
GGH9.pdf,para_blocks,16,text,,13,"desempenho operacional dos equipamentos, seja por sua vida útil, seja pela obsolescência tecnológica, o que em",66.0,665.0,531.0,673.0
GGH9.pdf,preproc_blocks,16,text,,13,"desempenho operacional dos equipamentos, seja por sua vida útil, seja pela obsolescência tecnológica, o que em",66.0,665.0,531.0,673.0
GGH9.pdf,para_blocks,16,text,,14,"algum momento demandará uma ação de intervenção mais completa. Para o investidor, este é um momento crítico",66.0,675.0,531.0,684.0
GGH9.pdf,preproc_blocks,16,text,,14,"algum momento demandará uma ação de intervenção mais completa. Para o investidor, este é um momento crítico",66.0,675.0,531.0,684.0
GGH9.pdf,para_blocks,16,text,,15,porque uma reforma ou modernização é um serviço que requer investimentos significativos e sua execução,66.0,685.0,531.0,694.0
GGH9.pdf,preproc_blocks,16,text,,15,porque uma reforma ou modernização é um serviço que requer investimentos significativos e sua execução,66.0,685.0,531.0,694.0
GGH9.pdf,para_blocks,16,text,,16,"tipicamente requer paradas de operação, significando perda de produção de energia e de receitas.",67.0,697.0,461.0,704.0
GGH9.pdf,preproc_blocks,16,text,,16,"tipicamente requer paradas de operação, significando perda de produção de energia e de receitas.",67.0,697.0,461.0,704.0
GGH9.pdf,discarded_blocks,17,footer,,0,"(*) Av. Charles Schneider, s/n˚ – CEP 12.040-001 Taubaté, SP, Brasil.",153.0,779.0,435.0,789.0
GGH9.pdf,discarded_blocks,17,footer,,1,Tel: (+55 12) 3608-3029 – Fax: (+55 12) 3608-3192 – Email: cornelis.poel@power.alstom.com,106.0,789.0,483.0,799.0
GGT_1247.pdf,discarded_blocks,1,header,,0,XXVI SNPTEE,91.0,45.0,121.0,51.0
GGT_1247.pdf,discarded_blocks,2,header,,0,Produção e Transmissão,140.0,55.0,267.0,65.0
GGT_1247.pdf,discarded_blocks,2,header,,1,de Energia Elétrica,140.0,66.0,237.0,77.0
GGT_1247.pdf,discarded_blocks,3,header,,0,1247,505.0,52.0,527.0,63.0
GGT_1247.pdf,discarded_blocks,3,header,,1,GGT/16,493.0,68.0,527.0,79.0
GGT_1247.pdf,para_blocks,4,title,1.0,0,GRUPO DE ESTUDO DE GERAÇÃO TÉRMICA - GGT,183.0,128.0,406.0,139.0
